State,Name,Address,Grade
NY,NYC Health + Hospitals/Harlem,"506 Lenox Avenue New York, NY 10037-1894",B
NY,New York-Presbyterian Weill Cornell Medical Center,"525 E. 68th Street, 11th Floor New York, NY 10065-4870",C
NY,New York Methodist Hospital,"506 Sixth Street Brooklyn, NY 11215-3609",D
NY,The Brooklyn Hospital Center,"121 DeKalb Avenue Brooklyn, NY 11201-5425",C
NY,The Mount Sinai Hospital,"1 Gustave L. Levy Place New York, NY 10029-6574",C
NY,New York-Presbyterian Hospital Columbia University Medical Center,"630 W. 168th St. New York, NY 10032",C
NY,Northwell Health System - Lenox Hill Hospital,"100 E. 77th Street New York, NY 10075-1850",C
NY,Maimonides Medical Center,"4802 10th Avenue Brooklyn, NY 11219-2916",D
NY,NYU Langone Medical Center,"550 First Avenue New York, NY 10016-6402",C
NY,Bellevue Hospital Center,"462 First Avenue New York, NY 10016-9198",C
NY,Mount Sinai St. Luke's,"1111 Amsterdam Avenue New York, NY 10025-1716",C
NY,Mount Sinai Beth Israel,"First Avenue at 16th Street New York, NY 10003-3803",C
NY,Mount Sinai West,"1000 Tenth Avenue New York, NY 10025",C
NY,Lutheran Medical Center,"150 55th Street Brooklyn, NY 11220-2559",D
NY,Nyack Hospital,"160 N. Midland Avenue Nyack, NY 10960-1998",B
NY,New York-Presbyterian Hudson Valley Hospital,"1980 Crompond Road Cortlandt Manor, NY 10567-4182",B
NY,Northwell Health System - Staten Island University Hospital,"475 Seaview Avenue Staten Island, NY 10305-3436",C
NY,Richmond University Medical Center,"355 Bard Avenue Staten Island, NY 10310-1664",D
NY,Columbia Memorial Health,"71 Prospect Avenue Hudson, NY 12534-2907",C
NY,MidHudson Regional Hospital of Westchester Medical Center,"241 North Road Poughkeepsie, NY 12601-1154",C
NY,Vassar Brothers Medical Center,"45 Reade Place Poughkeepsie, NY 12601-3947",A
NY,St. Luke's Cornwall Hospital Newburgh Campus,"70 Dubois Street Newburgh, NY 12550-4851",C
NY,Northern Dutchess Hospital,"6511 Springbrook Avenue Rhinebeck, NY 12572-5002",B
NY,St. Luke's Cornwall Hospital Cornwall Campus,"19 Laurel Avenue Cornwall, NY 12518",C
NY,Albany Memorial Hospital,"600 Northern Boulevard Albany, NY 12204-1083",C
NY,Albany Medical Center,"43 New Scotland Avenue Albany, NY 12208-3478",C
NY,HealthAlliance of the Hudson Valley - Broadway Campus,"396 Broadway Kingston, NY 12401-4692",D
NY,"St. Peter's Hospital (Albany, NY)","315 S. Manning Boulevard Albany, NY 12208-1789",C
NY,Glens Falls Hospital,"100 Park Street Glens Falls, NY 12801",C
NY,Saratoga Hospital,"211 Church Street Saratoga Springs, NY 12866-1003",A
NY,Ellis Medicine,"1101 Nott Street Schenectady, NY 12308-2425",D
NY,Champlain Valley Physicians Hospital Medical Center,"75 Beekman Street Plattsburgh, NY 12901-1438",B
NY,Orange Regional Medical Center,"707 East Main Street Middletown, NY 10940-4133",C
NY,St. Mary's Hospital of Amsterdam,"427 Guy Park Avenue Amsterdam, NY 12010-1095",A
NY,Nathan Littauer Hospital and Nursing Home,"99 E. State Street Gloversville, NY 12078-1203",A
NY,Catskill Regional Medical Center of Harris,"68 Harris Bushville Road Harris, NY 12742-5030",D
NY,Adirondack Medical Center,"2233 State Route 86 Saranac Lake, NY 12983",C
NY,Alice Hyde Medical Center,"133 Park Street Malone, NY 12953-0729",C
NY,Mary Imogene Bassett Hospital,"1 Atwell Road Cooperstown, NY 13326-1394",C
NY,Aurelia Osborn Fox Memorial Hospital,"1 Norton Avenue Oneonta, NY 13820-2629",C
NY,St. Elizabeth Medical Center of Utica,"2209 Genesee Street Utica, NY 13501-5999",C
NY,Faxton St Luke's Healthcare,"1656 Champlin Avenue Utica, NY 13502-4830",C
NY,Canton-Potsdam Hospital,"50 Leroy Street Potsdam, NY 13676-1799",A
NY,Rome Memorial Hospital,"1500 N. James Street Rome, NY 13440-2844",D
NY,Oneida Healthcare Center,"321 Genesee Street Oneida, NY 13421-2611",A
NY,UHS - Binghamton General Hospital,"10-42 Mitchell Avenue Binghamton, NY 13903-1678",D
NY,Our Lady of Lourdes Memorial Hospital,"169 Riverside Drive Binghamton, NY 13905-4246",C
NY,UHS Wilson Medical Center,"33-57 Harrison St. Johnson City, NY 13790",D
NY,Cortland Regional Medical Center,"134 Homer Avenue Cortland, NY 13045-1206",C
NY,Samaritan Medical Center,"830 Washington Street Watertown, NY 13601-4034",C
NY,Crouse Hospital,"736 Irving Avenue Syracuse, NY 13210-1690",B
NY,SUNY Upstate Medical University Hospital,"750 E. Adams Street Syracuse, NY 13210-2342",D
NY,St. Joseph's Hospital Health Center,"301 Prospect Avenue Syracuse, NY 13203-1807",C
NY,Upstate University Hospital - Community Campus,"4900 Broad Road Syracuse, NY 13215-2293",D
NY,Cayuga Medical Center at Ithaca,"101 Dates Drive Ithaca, NY 14850-1342",B
NY,Auburn Community Hospital,"17 Lansing Street Auburn, NY 13021-1943",B
NY,Oswego Hospital,"110 W. 6th Street Oswego, NY 13126-9985",A
NY,Arnot Ogden Medical Center,"600 Roe Avenue Elmira, NY 14905-1629",C
NY,Corning Hospital,"176 Denison Parkway E. Corning, NY 14830-2899",C
NY,Geneva General Hospital,"196 North Street Geneva, NY 14456-1694",C
NY,Newark-Wayne Community Hospital,"1200 Driving Park Avenue Newark, NY 14513",B
NY,Clifton Springs Hospital and Clinic,"2 Coulter Road Clifton Springs, NY 14432-1189",A
NY,F.F. Thompson Hospital,"350 Parrish Street Canandaigua, NY 14424-1731",C
NY,Nicholas H. Noyes Memorial Hospital,"111 Clara Barton Street Dansville, NY 14437-9503",B
NY,RGHS - Rochester General Hospital,"1425 Portland Avenue Rochester, NY 14621-3099",C
NY,Highland Hospital of Rochester,"1000 South Avenue Rochester, NY 14620-2733",A
NY,Strong Memorial Hospital of the University of Rochester,"601 Elmwood Avenue Rochester, NY 14642-0002",B
NY,Unity Hospital,"1555 Long Pond Road Rochester, NY 14626-4182",A
NY,United Memorial Medical Center,"127 North Street Batavia, NY 14020-2260",C
NY,Olean General Hospital,"515 Main Street Olean, NY 14760-1513",C
NY,Eastern Niagara Hospital Lockport,"521 East Avenue Lockport, NY 14094-3299",C
NY,Millard Fillmore Suburban Hospital,"1540 Maple Road Williamsville, NY 14221",C
NY,Eastern Niagara Hospital Inter-Community,"2600 William Street Newfane, NY 14108",D
NY,Catholic Health System -Sisters Hospital - St. Joseph Campus,"2605 Harlem Road Cheektowaga, NY 14225",C
NY,Catholic Health System - Mercy Hospital of Buffalo,"565 Abbott Road Buffalo, NY 14220-2095",C
NY,Erie County Medical Center,"462 Grider Street Buffalo, NY 14215-3098",B
NY,Catholic Health System - Sisters of Charity Hospital,"2157 Main Street Buffalo, NY 14214-2692",B
NY,Buffalo General Medical Center,"100 High Street Buffalo, NY 14203",C
NY,DeGraff Memorial Hospital,"445 Tremont Street North Tonawanda, NY 14120",C
NY,Catholic Health - Kenmore Mercy Hospital,"2950 Elmwood Avenue Kenmore, NY 14217-1390",A
NY,Mount St. Mary's Hospital and Health Center,"5300 Military Road Lewiston, NY 14092-1903",C
OH,East Liverpool City Hospital,"425 W. 5th Street East Liverpool, OH 43920-2498",A
OH,Trinity Health System of Steubenville,"380 Summit Avenue Steubenville, OH 43952-2699",C
OH,East Ohio Regional Hospital,"90 N. Fourth Street Martins Ferry, OH 43935-1648",C
OH,St. Elizabeth Boardman Hospital,"8401 Market Street Youngstown, OH 44512-6777",C
OH,St. Elizabeth Health Center,"1044 Belmont Avenue Youngstown, OH 44504-1096",C
OH,Northside Medical Center,"500 Gypsy Lane Youngstown, OH 44501-0240",D
OH,St. Joseph Health Center,"667 Eastland Avenue SE Warren, OH 44484-4531",B
OH,Salem Community Hospital d/b/a Salem Regional Medical Center,"1995 E. State Street Salem, OH 44460-0121",C
OH,Trumbull Memorial Hospital,"1350 E. Market Street Warren, OH 44482-6628",C
OH,Ashtabula County Medical Center,"2420 Lake Avenue Ashtabula, OH 44004-4954",C
OH,Alliance Community Hospital,"200 E. State Street Alliance, OH 44601-4399",C
OH,University Hospitals Geauga Medical Center,"13207 Ravenna Road Chardon, OH 44024-7032",B
OH,Marietta Memorial Hospital,"401 Matthew Street Marietta, OH 45750-1699",C
OH,Lake Health TriPoint Medical Center,"7590 Auburn Road Concord Twp, OH 44077-3472",C
OH,Mercy Medical Center,"1320 Mercy Drive NW Canton, OH 44708-2641",C
OH,Aultman Hospital,"2600 Sixth Street SW Canton, OH 44710-1702",B
OH,Union Hospital of Dover,"659 Boulevard Street Dover, OH 44622-2077",C
OH,Southeastern Ohio Regional Medical Center,"1341 Clark Street Cambridge, OH 43725-9614",A
OH,Cleveland Clinic Health System - Hillcrest Hospital,"6780 Mayfield Road Mayfield Heights, OH 44124-2202",A
OH,Summa - Akron City Hospital,"525 E. Market Street Akron, OH 44309-2090",C
OH,Lake Health West Medical Center,"36000 Euclid Avenue Willoughby, OH 44094",B
OH,Summa - St. Thomas Hospital,"444 N. Main Street Akron, OH 44310",C
OH,Summa - Western Reserve Hospital,"1900 23rd Street Cuyahoga Falls, OH 44223-1499",A
OH,Akron General Medical Center,"1 Akron General Ave Akron, OH 44307-2433",C
OH,University Hospitals Ahuja Medical Center,"3999 Richmond Road Beachwood, OH 44122",C
OH,University Hospitals Richmond Medical Center,"27100 Chardon Road Richmond Heights, OH 44143-1116",D
OH,University Hospitals Bedford Medical Center,"44 Blaine Avenue Bedford, OH 44146-2709",D
OH,Cleveland Clinic Health System - South Pointe Hospital,"20000 Harvard Road Warrensville Heights, OH 44122-7099",B
OH,Cleveland Clinic Health System - Euclid Hospital,"18901 Lake Shore Boulevard Euclid, OH 44119-1090",A
OH,Cleveland Clinic Health System - Marymount Hospital,"12300 McCracken Road Garfield Heights, OH 44125-2975",B
OH,University Hospitals Cleveland Medical Center,"11100 Euclid Avenue Cleveland, OH 44106-2602",A
OH,Cleveland Clinic Foundation,"9500 Euclid Avenue Cleveland, OH 44195-5108",A
OH,St. Vincent Charity Medical Center,"2351 E. 22nd Street Cleveland, OH 44115",A
OH,MetroHealth Medical Center,"2500 MetroHealth Drive Cleveland, OH 44109-1998",C
OH,Coshocton County Memorial Hospital,"1460 Orange Street Coshocton, OH 43812-6330",B
OH,Cleveland Clinic Health System - Lutheran Hospital,"1730 W. 25th Street Cleveland, OH 44113-3170",A
OH,University Hospitals Parma Medical Center,"7007 Powers Boulevard Parma, OH 44129-5495",C
OH,Cleveland Clinic Health System - Medina General Hospital,"1000 E. Washington Street Medina, OH 44256-2170",A
OH,Southwest General Health Center,"18697 Bagley Road Middleburg Heights, OH 44130-3497",A
OH,Cleveland Clinic Health System - Fairview Hospital,"18101 Lorain Avenue Cleveland, OH 44111-5656",B
OH,Genesis Hospital,"2951 Maple Avenue Zanesville, OH 43701-2881",B
OH,Wooster Community Hospital,"1761 Beall Avenue Wooster, OH 44691-2342",A
OH,Holzer Medical Center,"100 Jackson Pike Gallipolis, OH 45631-1563",C
OH,St. John Medical Center,"29000 Center Ridge Road Westlake, OH 44145-5293",A
OH,University Hospitals Elyria Medical Center,"630 E. River Street Elyria, OH 44035-5902",C
OH,Mercy Regional Medical Center of Lorain,"3700 Kolbe Road Lorain, OH 44053-1697",D
OH,Samaritan Hospital,"1025 Center Street Ashland, OH 44805-4011",A
OH,Licking Memorial Hospital,"1320 W. Main Street Newark, OH 43055-3699",A
OH,Knox Community Hospital,"1330 Coshocton Road Mount Vernon, OH 43050-1495",A
OH,Fairfield Medical Center,"401 N. Ewing Street Lancaster, OH 43130-3371",C
OH,OhioHealth Mansfield Hospital,"335 Glessner Avenue Mansfield, OH 44903-2265",A
OH,Fisher-Titus Medical Center,"272 Benedict Avenue Norwalk, OH 44857-2374",A
OH,Mount Carmel East Hospital,"6001 E. Broad Street Columbus, OH 43213",B
OH,Southern Ohio Medical Center,"1805 27th Street Portsmouth, OH 45662-2400",B
OH,Firelands Regional Health System,"1111 Hayes Avenue Sandusky, OH 44870",B
OH,Berger Health System,"600 N. Pickaway Street Circleville, OH 43113-1447",C
OH,Adena Regional Medical Center,"272 Hospital Road Chillicothe, OH 45601-9031",B
OH,The Ohio State University Hospital East,"1492 E. Broad Street Columbus, OH 43205",A
OH,Mount Carmel St. Ann's Hospital,"500 S. Cleveland Avenue Westerville, OH 43081-8998",B
OH,Grant Medical Center,"111 S. Grant Avenue Columbus, OH 43215-1898",B
OH,Mount Carmel West Hospital,"793 W. State Street Columbus, OH 43222-1551",C
OH,The Ohio State University Wexner Medical Center,"410 W. 10th Avenue Columbus, OH 43210-1240",A
OH,The Bellevue Hospital,"1400 W. Main Street Bellevue, OH 44811-1028",A
OH,Riverside Methodist Hospital,"3535 Olentangy River Road Columbus, OH 43214-3998",B
OH,Grady Memorial Hospital,"561 W. Central Avenue Delaware, OH 43015-1485",A
OH,Doctors Hospital of Columbus Ohio,"5100 W. Broad Street Columbus, OH 43228-1607",B
OH,Dublin Methodist Hospital,"7500 Hospital Drive Dublin, OH 43016-9687",A
OH,Ohio Health - Marion General Hospital,"1000 McKinley Park Drive Marion, OH 43302-6397",A
OH,ProMedica Memorial Hospital,"715 S. Taft Avenue Fremont, OH 43420-3200",A
OH,Memorial Health,"500 London Avenue Marysville, OH 43040-1594",A
OH,Bay Park Community Hospital,"2801 Bay Park Drive Oregon, OH 43616",A
OH,Mercy Health - St. Charles Hospital,"2600 Navarre Avenue Oregon, OH 43616-3297",C
OH,Mercy Health - St. Vincent Medical Center,"2213 Cherry Street Toledo, OH 43608-2691",C
OH,Blanchard Valley Hospital,"1900 S. Main Street Findlay, OH 45840",A
OH,The Toledo Hospital,"2142 N. Cove Boulevard Toledo, OH 43606-3896",B
OH,University of Toledo Medical Center,"3000 Arlington Avenue Toledo, OH 43614-5805",D
OH,Mercy Health - St. Anne Hospital,"3404 W. Sylvania Avenue Toledo, OH 43623",B
OH,Mary Rutan Hospital,"205 Palmer Avenue Bellefontaine, OH 43311-2281",B
OH,Wood County Hospital,"950 W. Wooster Street Bowling Green, OH 43402-2603",A
OH,Springfield Regional Medical Center,"100 Medical Center Drive Springfield, OH 45504",C
OH,St. Luke's Hospital of Maumee,"5901 Monclova Road Maumee, OH 43537-1899",C
OH,Flower Hospital,"5200 Harroun Road Sylvania, OH 43560-2196",A
OH,Kettering Health Network - Greene Memorial Hospital,"1141 N. Monroe Drive Xenia, OH 45385-1600",A
OH,Soin Medical Center,"3535 Pentagon Park Boulevard Beavercreek, OH 45431",C
OH,Lima Memorial Health System,"1001 Bellefontaine Avenue Lima, OH 45804-2899",C
OH,Miami Valley Hospital,"1 Wyoming Street Dayton, OH 45409-2793",C
OH,Kettering Health Network - Kettering Medical Center,"3535 Southern Boulevard Kettering, OH 45429",A
OH,Southview Hospital,"1997 Miamisburg-Centerville Road Dayton, OH 45459",B
OH,St. Rita's Medical Center,"730 W. Market Street Lima, OH 45801-4670",C
OH,Kettering Health Network - Grandview Medical Center,"405 W. Grand Avenue Dayton, OH 45405-4796",B
OH,WIlson Health - Wilson Memorial Hospital,"915 W. Michigan Street Sidney, OH 45365-2491",A
OH,Good Samaritan Hospital &amp; Health Center,"2222 Philadelphia Drive Dayton, OH 45406-1813",C
OH,Kettering Health Network - Sycamore Medical Center,"4000 Miamisburg-Centerville Road Miamisburg, OH 45342",B
OH,Upper Valley Medical Center,"3130 N. County Road 25-A Troy, OH 45373-1309",A
OH,Atrium Medical Center,"1 Medical Center Drive Middletown, OH 45005-1066",B
OH,Bethesda North Hospital,"10500 Montgomery Road Cincinnati, OH 45242-4402",A
OH,West Chester Hospital,"7700 University Drive West Chester, OH 45069-2505",A
OH,Joint Township District Memorial Hospital,"200 St. Clair Street St. Marys, OH 45885-2400",B
OH,The University Hospital,"234 Goodman Street Cincinnati, OH 45219-2316",C
OH,The Christ Hospital,"2139 Auburn Avenue Cincinnati, OH 45219-2906",A
OH,Mercy Hospital of Defiance,"1404 E. Second Street Defiance, OH 43512",A
OH,CHWC Archbold Hospital &amp; Medical Center,"121 Westfield Drive Archbold, OH 43502",A
OH,Good Samaritan Hospital of Cincinnati,"375 Dixmyth Avenue Cincinnati, OH 45220-2489",A
OH,Bethesda Butler Hospital,"3125 Hamilton-Mason Road Hamilton, OH 45011",B
OH,Fort Hamilton Hospital,"630 Eaton Avenue Hamilton, OH 45013-2770",A
OH,Wayne HealthCare,"835 Sweitzer Street Greenville, OH 45331-1077",D
OH,Van Wert County Hospital,"1250 S. Washington Street Van Wert, OH 45891-2599",C
OH,Bryan Hospital,"433 W. High Street Bryan, OH 43506-1679",A
OH,Mercer County Joint Township Community Hospital,"800 W. Main Street Coldwater, OH 45828-1698",C
OH,McCullough-Hyde Memorial Hospital,"110 N. Poplar Street Oxford, OH 45056-1292",A
OK,INTEGRIS Grove General Hospital,"1001 East 18th Street Grove, OK 74344-2907",A
OK,INTEGRIS Baptist Regional Health Center,"200 Second Street SW Miami, OK 74354-6830",A
OK,Tahlequah City Hospital,"1400 East Downing Street Tahlequah, OK 74464-3324",C
OK,Eastar East Campus,"2900 North Main Street Muskogee, OK 74401-4078",C
OK,EASTAR Health System - Main Campus,"300 Rockefeller Drive Muskogee, OK 74401-5081",C
OK,Hillcrest Hospital Claremore,"1202 North Muskogee Place Claremore, OK 74017-3036",C
OK,McAlester Regional Health Center,"1 CLARK BASS BOULEVARD McAlester, OK 74501",C
OK,Saint Francis Hospital South,"10501 East 91St Streeet Tulsa, OK 74133-5790",A
OK,"AHS Southcrest Hospital, LLC dba Hillcrest Hospital South","8801 South 101st East Avenue Tulsa, OK 74133-5716",D
OK,Saint Francis Hospital,"6161 South Yale Avenue Tulsa, OK 74136-1902",C
OK,St. John Medical Center,"1923 South Utica Avenue Tulsa, OK 74104-6502",D
OK,Hillcrest Medical Center,"1120 South Utica Tulsa, OK 74104-4090",C
OK,Oklahoma State University Medical Center,"744 West Ninth Street Tulsa, OK 74127-9990",C
OK,AllianceHealth Durant,"1800 University Boulevard Durant, OK 74701-3006",C
OK,Mercy Hospital Ada,"430 North Monte Vista Ada, OK 74820-4610",B
OK,St. Anthony Shawnee Hospital,"1102 W MacArthur Shawnee, OK 74804-1744",A
OK,AllianceHealth Ponca City,"1900 North 14th Street Ponca City, OK 74601-2099",C
OK,Stillwater Medical Center,"1323 West Sixth Avenue Stillwater, OK 74074-4399",B
OK,Mercy Hospital Ardmore,"1011 14th Avenue NW Ardmore, OK 73401-1828",C
OK,Midwest Regional Medical Center,"2825 Parklawn Drive Midwest City, OK 73110-4258",D
OK,INTEGRIS Health Edmond,"4801 INTEGRIS PARKWAY Edmond, OK 73034",C
OK,OU Medical Center Edmond,"1 SOUTH BRYANT Edmond, OK 73034",C
OK,Norman Regional Hospital - Porter Campus,"901 NORTH PORTER Norman, OK 73071",C
OK,OU Medical Center,"700 NE 13th Oklahoma City, OK 73104",C
OK,Norman Regional Health System - Healthplex,"3300 Healthplex Parkway Norman, OK 73072",C
OK,St. Anthony Hospital,"1000 North Lee Street Oklahoma City, OK 73102-1080",A
OK,INTEGRIS Southwest Medical Center,"4401 South Western Oklahoma City, OK 73109-3441",C
OK,INTEGRIS Baptist Medical Center,"3300 NW Expressway Oklahoma City, OK 73112-4418",B
OK,Deaconess Hospital,"5501 North Portland Avenue Oklahoma City, OK 73112-2099",C
OK,Mercy Hospital Oklahoma City,"4300 West Memorial Road Oklahoma City, OK 73120-8362",C
OK,INTEGRIS Canadian Valley Hospital,"1201 Health Center Parkway Yukon, OK 73099-6381",C
OK,St. Mary's Regional Medical Center,"305 South Fifth Street Enid, OK 73701-5899",A
OK,INTEGRIS Bass Baptist Health Center,"600 South Monroe Street Enid, OK 73701-7211",B
OK,Grady Memorial Hospital,"2220 West Iowa Avenue Chickasha, OK 73018-2738",C
OK,Duncan Regional Hospital,"1407 North Whisenant Drive Duncan, OK 73533-1650",A
OK,Southwestern Medical Center,"5602 SW Lee Boulevard Lawton, OK 73505-9635",C
OK,Woodward Regional Hospital,"900 17th Street Woodward, OK 73801-2448",A
OK,Jackson County Memorial Hospital,"1200 EAST PECAN ST Altus, OK 73521",F
OK,Great Plains Regional Medical Center,"1801 West Third Street Elk City, OK 73644-5145",B
OR,Saint Alphonsus Medical Center - Ontario,"351 SW 9th St Ontario, OR 97914-2693",C
OR,Mid-Columbia Medical Center,"1700 EAST 19TH STREET The Dalles, OR 97058-3316",B
OR,"St. Charles Medical Center, Redmond","1253 NW CANAL BLVD Redmond, OR 97756-1395",B
OR,St. Charles Medical Center,"2500 NE NEFF RD Bend, OR 97701-6015",C
OR,Legacy Mount Hood Medical Center,"24800 SE STARK STREET Gresham, OR 97030-0154",C
OR,Adventist Medical Center,"10123 SE MARKET Portland, OR 97216-2599",A
OR,Providence Portland Medical Center,"4805 NE GLISAN Portland, OR 97213-2967",A
