"010036","ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","ANDALUSIA","AL","36420","3","Same as the National average","Below the National average","Below the National average","Below the National average","Above the National average","Above the National average","Same as the National average","73.22727272727273","14.02"
"010038","STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","ANNISTON","AL","36201","3","Same as the National average","Same as the National average","Same as the National average","Below the National average","Same as the National average","Above the National average","Same as the National average","82.23529411764706","14.658333333333331"
"010039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","HUNTSVILLE","AL","35801","3","Below the National average","Above the National average","Above the National average","Above the National average","Above the National average","Below the National average","Below the National average","95.28125","13.700000000000001"
"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","AL","35903","2","Same as the National average","Below the National average","Below the National average","Below the National average","Same as the National average","Below the National average","Same as the National average","95.15","14.292857142857144"
"010044","MARION REGIONAL MEDICAL CENTER","1256 MILITARY STREET SOUTH","HAMILTON","AL","35570","5","Same as the National average","Not Available","Same as the National average","Above the National average","Same as the National average","Above the National average","Not Available","81.5","14.542857142857144"
"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL","35555","4","Same as the National average","Same as the National average","Same as the National average","Above the National average","Same as the National average","Above the National average","Same as the National average","81.0","15.588888888888887"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","3","Same as the National average","Above the National average","Same as the National average","Below the National average","Below the National average","Same as the National average","Same as the National average","95.96428571428571","14.071428571428571"
"010047","GEORGIANA MEDICAL CENTER","515 N MIRANDA AVENUE","GEORGIANA","AL","36033","3","Not Available","Not Available","Same as the National average","Same as the National average","Same as the National average","Above the National average","Not Available","67.0","15.139999999999997"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","3","Below the National average","Same as the National average","Above the National average","Same as the National average","Above the National average","Same as the National average","Same as the National average","83.21052631578948","15.059999999999999"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","3","Same as the National average","Not Available","Same as the National average","Not Available","Same as the National average","Above the National average","Not Available","79.66666666666667","15.6"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","3","Same as the National average","Not Available","Same as the National average","Same as the National average","Below the National average","Above the National average","Not Available","70.07142857142857","15.442857142857141"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","4","Below the National average","Above the National average","Above the National average","Above the National average","Above the National average","Above the National average","Same as the National average","83.73684210526316","13.650000000000002"
"010056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","BIRMINGHAM","AL","35205","3","Same as the National average","Below the National average","Above the National average","Above the National average","Same as the National average","Below the National average","Same as the National average","91.08695652173913","14.07142857142857"
"010058","BIBB MEDICAL CENTER","208 PIERSON AVE","CENTREVILLE","AL","35042","Not Available","Not Available","Not Available","Not Available","Not Available","Below the National average","Same as the National average","Not Available","81.41666666666667","17.266666666666666"
"010059","LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET","MOULTON","AL","35650","4","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Above the National average","Same as the National average","75.35714285714286","14.749999999999996"
"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","AL","35768","3","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Below the National average","Same as the National average","Same as the National average","86.29411764705883","14.41"
"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","AL","36340","3","Same as the National average","Not Available","Same as the National average","Same as the National average","Below the National average","Above the National average","Not Available","65.53846153846153","15.871428571428572"
"010065","RUSSELL HOSPITAL","3316 HIGHWAY 280","ALEXANDER CITY","AL","35010","2","Same as the National average","Below the National average","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Same as the National average","85.13636363636364","14.549999999999999"
"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","AL","36027","3","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Above the National average","Same as the National average","75.44444444444444","15.355555555555554"
"010073","CLAY COUNTY HOSPITAL","83825 HIGHWAY 9    P O BOX 1270","ASHLAND","AL","36251","3","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Above the National average","Same as the National average","72.375","15.871428571428572"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","ANNISTON","AL","36207","2","Same as the National average","Below the National average","Above the National average","Below the National average","Below the National average","Same as the National average","Same as the National average","85.02702702702703","13.714285714285712"
"010079","ATHENS LIMESTONE HOSPITAL","700 WEST MARKET STREET","ATHENS","AL","35611","2","Same as the National average","Same as the National average","Below the National average","Same as the National average","Same as the National average","Above the National average","Below the National average","83.45833333333333","15.25"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","AL","36535","3","Same as the National average","Below the National average","Same as the National average","Above the National average","Above the National average","Same as the National average","Below the National average","91.76470588235294","14.216666666666669"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","2","Same as the National average","Below the National average","Above the National average","Below the National average","Below the National average","Same as the National average","Below the National average","77.22222222222223","14.808333333333335"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","4","Same as the National average","Same as the National average","Same as the National average","Above the National average","Same as the National average","Above the National average","Same as the National average","75.625","15.088888888888887"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","3","Same as the National average","Same as the National average","Below the National average","Above the National average","Above the National average","Below the National average","Below the National average","123.8695652173913","16.45"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","3","Same as the National average","Above the National average","Same as the National average","Below the National average","Above the National average","Same as the National average","Same as the National average","83.20833333333333","14.975"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","2","Below the National average","Below the National average","Same as the National average","Below the National average","Above the National average","Same as the National average","Below the National average","92.94117647058823","14.628571428571428"
"010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL","36451","3","Same as the National average","Not Available","Same as the National average","Same as the National average","Same as the National average","Above the National average","Not Available","72.95","15.528571428571427"
"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","AL","35401","2","Below the National average","Same as the National average","Below the National average","Same as the National average","Same as the National average","Below the National average","Above the National average","88.73913043478261","14.707142857142859"
"010095","HALE COUNTY HOSPITAL","508 GREEN STREET","GREENSBORO","AL","36744","Not Available","Not Available","Not Available","Not Available","Not Available","Below the National average","Above the National average","Not Available","73.72727272727273","15.700000000000001"
"010097","ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","WETUMPKA","AL","36092","3","Same as the National average","Not Available","Same as the National average","Same as the National average","Same as the National average","Above the National average","Not Available","69.14285714285714","15.557142857142859"
"010099","D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","BREWTON","AL","36426","2","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Below the National average","Above the National average","Below the National average","81.26666666666667","16.080000000000005"
"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","FAIRHOPE","AL","36532","4","Same as the National average","Same as the National average","Above the National average","Above the National average","Same as the National average","Below the National average","Below the National average","88.79166666666667","13.114285714285714"
"010101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","AL","35161","3","Same as the National average","Same as the National average","Same as the National average","Below the National average","Above the National average","Above the National average","Same as the National average","78.9047619047619","15.95"
"010102","J PAUL JONES HOSPITAL","317 MCWILLIAMS AVENUE","CAMDEN","AL","36726","Not Available","Not Available","Not Available","Not Available","Not Available","Below the National average","Above the National average","Not Available","45.0","16.066666666666666"
"010103","BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","AL","35211","3","Below the National average","Above the National average","Same as the National average","Above the National average","Above the National average","Below the National average","Same as the National average","94.95833333333333","14.907142857142855"
"010104","GRANDVIEW MEDICAL CENTER","3690 GRANDVIEW PARKWAY","BIRMINGHAM","AL","35243","2","Below the National average","Below the National average","Same as the National average","Above the National average","Above the National average","Above the National average","Same as the National average","82.63157894736842","14.55714285714286"
"010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","PRATTVILLE","AL","36067","4","Same as the National average","Same as the National average","Above the National average","Above the National average","Same as the National average","Below the National average","Same as the National average","99.80952380952381","15.079999999999998"
"010109","PICKENS COUNTY MEDICAL CENTER","241 ROBERT K WILSON DRIVE","CARROLLTON","AL","35447","3","Same as the National average","Not Available","Same as the National average","Not Available","Below the National average","Same as the National average","Not Available","76.07692307692308","16.642857142857142"
"010110","BULLOCK COUNTY HOSPITAL","102 WEST CONECUH AVENUE","UNION SPRINGS","AL","36089","3","Same as the National average","Not Available","Same as the National average","Not Available","Same as the National average","Above the National average","Not Available","73.5","16.342857142857145"
"010112","BRYAN W. WHITFIELD MEMORIAL HOSPITAL","105 HIGHWAY 80 EAST","DEMOPOLIS","AL","36732","3","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Below the National average","Same as the National average","Same as the National average","62.0","15.97142857142857"
"010113","MOBILE INFIRMARY MEDICAL CENTER","5 MOBILE INFIRMARY CIRCLE","MOBILE","AL","36652","2","Same as the National average","Below the National average","Below the National average","Above the National average","Same as the National average","Below the National average","Below the National average","96.04166666666667","14.492857142857144"
"010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","BESSEMER","AL","35021","3","Same as the National average","Same as the National average","Above the National average","Below the National average","Same as the National average","Above the National average","Same as the National average","76.5909090909091","13.991666666666667"
"010118","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","3","Same as the National average","Above the National average","Same as the National average","Below the National average","Below the National average","Same as the National average","Same as the National average","81.05","15.727272727272725"
"010120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE, BOX 886","MONROEVILLE","AL","36460","3","Same as the National average","Same as the National average","Same as the National average","Above the National average","Same as the National average","Same as the National average","Same as the National average","81.73913043478261","16.055555555555554"
"010125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","5","Above the National average","Not Available","Above the National average","Same as the National average","Same as the National average","Above the National average","Same as the National average","69.53333333333333","13.877777777777778"
"010126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL","36081","3","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Above the National average","Same as the National average","82.27777777777777","14.790000000000001"
"010128","JACKSON MEDICAL CENTER","220 HOSPITAL DRIVE","JACKSON","AL","36545","3","Same as the National average","Not Available","Same as the National average","Not Available","Same as the National average","Same as the National average","Not Available","82.15384615384616","16.114285714285714"
"010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","AL","36507","2","Same as the National average","Same as the National average","Below the National average","Same as the National average","Same as the National average","Same as the National average","Not Available","88.04761904761905","16.555555555555557"
"010130","ST VINCENT'S ST CLAIR","7063 VETERANS PARKWAY","PELL CITY","AL","35125","3","Same as the National average","Same as the National average","Below the National average","Above the National average","Below the National average","Above the National average","Below the National average","79.26315789473684","15.529999999999998"
"010131","CRESTWOOD MEDICAL CENTER","ONE HOSPITAL DR SE","HUNTSVILLE","AL","35801","3","Below the National average","Above the National average","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Same as the National average","87.75","15.183333333333332"
"010138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AL","36925","Not Available","Not Available","Not Available","Not Available","Not Available","Below the National average","Same as the National average","Not Available","63.625","15.9"
"010139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","AL","35209","3","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Above the National average","Same as the National average","Same as the National average","90.52631578947368","13.914285714285715"
"010144","SPRINGHILL MEMORIAL HOSPITAL","3719 DAUPHIN STREET","MOBILE","AL","36608","2","Same as the National average","Below the National average","Same as the National average","Below the National average","Same as the National average","Same as the National average","Below the National average","85.8695652173913","14.185714285714287"
"010146","RMC JACKSONVILLE","1701 SOUTH PELHAM ROAD","JACKSONVILLE","AL","36265","3","Same as the National average","Not Available","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Below the National average","84.21428571428571","16.842857142857145"
"010148","EVERGREEN MEDICAL CENTER","101 CRESTVIEW AVENUE","EVERGREEN","AL","36401","3","Same as the National average","Not Available","Same as the National average","Same as the National average","Below the National average","Same as the National average","Same as the National average","78.95238095238095","15.466666666666669"
"010149","BAPTIST MEDICAL CENTER EAST","400 TAYLOR ROAD","MONTGOMERY","AL","36117","5","Same as the National average","Above the National average","Above the National average","Above the National average","Same as the National average","Below the National average","Same as the National average","100.45833333333333","14.7"
"010150","L V STABLER MEMORIAL HOSPITAL","29 L V STABLER DRIVE","GREENVILLE","AL","36037","3","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Above the National average","Same as the National average","83.82352941176471","14.025"
"010157","SHOALS HOSPITAL","201 WEST AVALON AVENUE","MUSCLE SHOALS","AL","35661","3","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Below the National average","89.69565217391305","15.080000000000002"
"010158","RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","RUSSELLVILLE","AL","35653","3","Same as the National average","Same as the National average","Below the National average","Same as the National average","Above the National average","Above the National average","Same as the National average","77.8125","15.34545454545455"
"010164","COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","SYLACAUGA","AL","35150","3","Same as the National average","Below the National average","Same as the National average","Same as the National average","Above the National average","Same as the National average","Same as the National average","86.42857142857143","14.608333333333333"
"010168","JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","PHENIX CITY","AL","36867","4","Not Available","Above the National average","Same as the National average","Above the National average","Same as the National average","Same as the National average","Not Available","87.2","14.559999999999999"
"010169","ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE","ATMORE","AL","36502","4","Same as the National average","Same as the National average","Same as the National average","Above the National average","Same as the National average","Above the National average","Not Available","81.4","14.68888888888889"
"011300","WASHINGTON COUNTY HOSPITAL","14600 ST. STEPHENS AVENUE","CHATOM","AL","36518","Not Available","Not Available","Not Available","Not Available","Not Available","Below the National average","Above the National average","Not Available","62.09090909090909","15.4"
"011302","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL","35582","Not Available","Not Available","Not Available","Same as the National average","Not Available","Not Available","Not Available","Not Available","91.0","15.860000000000003"
"011305","ST VINCENTS BLOUNT","150 GILBREATH DRIVE","ONEONTA","AL","35121","3","Same as the National average","Not Available","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Not Available","74.92857142857143","15.471428571428572"
"020001","PROVIDENCE ALASKA MEDICAL CENTER","BOX 196604","ANCHORAGE","AK","99508","3","Same as the National average","Below the National average","Above the National average","Below the National average","Below the National average","Below the National average","Same as the National average","97.125","12.957142857142857"
"020006","MAT-SU REGIONAL MEDICAL CENTER","2500 SOUTH WOODWORTH LOOP","PALMER","AK","99645","3","Same as the National average","Same as the National average","Same as the National average","Below the National average","Above the National average","Same as the National average","Same as the National average","80.1","14.891666666666664"
"020008","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","JUNEAU","AK","99801","3","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Not Available","83.42857142857143","14.61"
"020012","FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","FAIRBANKS","AK","99701","3","Same as the National average","Below the National average","Above the National average","Above the National average","Below the National average","Same as the National average","Same as the National average","92.77777777777777","14.949999999999998"
"020017","ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","ANCHORAGE","AK","99508","3","Same as the National average","Below the National average","Above the National average","Same as the National average","Same as the National average","Above the National average","Not Available","83.61111111111111","13.578571428571426"
"020018","YUKON KUSKOKWIM DELTA REG HOSPITAL","PO BOX 287","BETHEL","AK","99559","3","Same as the National average","Not Available","Same as the National average","Below the National average","Below the National average","Not Available","Not Available","101.6","14.799999999999999"
"020026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","ANCHORAGE","AK","99508","2","Same as the National average","Below the National average","Same as the National average","Below the National average","Same as the National average","Not Available","Not Available","112.5","14.733333333333329"
"021303","SITKA COMMUNITY HOSPITAL","209 MOLLER DRIVE","SITKA","AK","99835","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","60.0","16.9"
"021306","PROVIDENCE KODIAK ISLAND MEDICAL CTR","1915 EAST REZANOF DRIVE","KODIAK","AK","99615","Not Available","Not Available","Not Available","Same as the National average","Above the National average","Not Available","Not Available","Not Available","69.0","15.560000000000002"
"021308","NORTON SOUND REGIONAL HOSPITAL","1000 GREG KRUSCHEK AVENUE (P O BOX 966)","NOME","AK","99762","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","81.0","15.299999999999999"
"021311","PEACEHEALTH KETCHIKAN MEDICAL CENTER","3100 TONGASS AVENUE","KETCHIKAN","AK","99901","3","Not Available","Not Available","Same as the National average","Same as the National average","Below the National average","Same as the National average","Not Available","90.78947368421052","13.183333333333332"
"030001","ABRAZO MARYVALE CAMPUS","5102 WEST CAMPBELL AVENUE","PHOENIX","AZ","85031","2","Same as the National average","Same as the National average","Same as the National average","Below the National average","Same as the National average","Same as the National average","Not Available","88.30434782608695","15.255555555555553"
"030002","BANNER - UNIVERSITY MEDICAL CENTER PHOENIX","1111 EAST MCDOWELL ROAD","PHOENIX","AZ","85006","3","Same as the National average","Same as the National average","Same as the National average","Same as the National average","Below the National average","Same as the National average","Same as the National average","88.04545454545455","13.642857142857142"
"030006","TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","TUCSON","AZ","85712","3","Same as the National average","Above the National average","Above the National average","Below the National average","Same as the National average","Below the National average","Same as the National average","93.72","13.392857142857142"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","COTTONWOOD","AZ","86326","4","Same as the National average","Same as the National average","Above the National average","Above the National average","Above the National average","Same as the National average","Above the National average","90.33333333333333","13.9"
"030010","ST. MARY'S HOSPITAL","1601 WEST ST MARY'S ROAD","TUCSON","AZ","85745","3","Same as the National average","Above the National average","Above the National average","Below the National average","Above the National average","Below the National average","Same as the National average","110.1304347826087","13.385714285714288"
"030011","ST JOSEPH'S HOSPITAL","350 NORTH WILMOT ROAD","TUCSON","AZ","85711","3","Below the National average","Above the National average","Above the National average","Below the National average","Same as the National average","Below the National average","Same as the National average","108.33333333333333","14.75"
"030012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ","86301","2","Below the National average","Below the National average","Same as the National average","Same as the National average","Below the National average","Same as the National average","Same as the National average","86.68181818181819","14.542857142857144"
"030013","YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","YUMA","AZ","85364","2","Same as the National average","Above the National average","Below the National average","Below the National average","Same as the National average","Below the National average","Below the National average","97.0","13.814285714285715"
"030014","JOHN C. LINCOLN MEDICAL CENTER","250 EAST DUNLAP AVENUE","PHOENIX","AZ","85020","3","Same as the National average","Same as the National average","Above the National average","Below the National average","Above the National average","Same as the National average","Same as the National average","92.04347826086956","13.77142857142857"
"030016","BANNER CASA GRANDE MEDICAL CENTER","1800 EAST FLORENCE BOULEVARD","CASA GRANDE","AZ","85222","2","Same as the National average","Below the National average","Same as the National average","Below the National average","Same as the National average","Same as the National average","Below the National average","86.16666666666667","14.916666666666664"
"030022","MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET","PHOENIX","AZ","85008","2","Not Available","Below the National average","Same as the National average","Below the National average","Same as the National average","Same as the National average","Not Available","92.5909090909091","17.15"
"030023","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","FLAGSTAFF","AZ","86001","4","Same as the National average","Below the National average","Above the National average","Above the National average","Above the National average","Below the National average","Same as the National average","95.11764705882354","12.778571428571428"
"030024","ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","PHOENIX","AZ","85013","3","Above the National average","Below the National average","Above the National average","Same as the National average","Above the National average","Below the National average","Same as the National average","101.03846153846153","14.107692307692307"
"030030","ABRAZO CENTRAL CAMPUS","2000 WEST BETHANY HOME ROAD","PHOENIX","AZ","85015","3","Same as the National average","Above the National average","Below the National average","Below the National average","Above the National average","Same as the National average","Not Available","95.63636363636364","13.62857142857143"
"030033","BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON","AZ","85541","3","Same as the National average","Same as the National average","Same as the National average","Below the National average","Same as the National average","Same as the National average","Same as the National average","85.75","14.125000000000002"
"030036","CHANDLER REGIONAL MEDICAL CENTER","1955 WEST FRYE ROAD","CHANDLER","AZ","85224","4","Above the National average","Below the National average","Above the National average","Below the National average","Above the National average","Same as the National average","Above the National average","87.53846153846153","12.485714285714286"
"030037","ST LUKE'S MEDICAL CENTER","1800 EAST VAN BUREN STREET","PHOENIX","AZ","85006","3","Same as the National average","Above the National average","Above the National average","Below the National average","Same as the National average","Below the National average","Not Available","93.78787878787878","13.674999999999997"
"030038","SCOTTSDALE OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","SCOTTSDALE","AZ","85251","3","Same as the National average","Below the National average","Same as the National average","Below the National average","Same as the National average","Above the National average","Above the National average","81.58333333333333","13.950000000000001"
"030043","CANYON VISTA MEDICAL CENTER","5700 EAST HIGHWAY 90","SIERRA VISTA","AZ","85635","1","Same as the National average","Below the National average","Same as the National average","Below the National average","Same as the National average","Below the National average","Same as the National average","94.92","14.799999999999997"
"030055","KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","KINGMAN","AZ","86409","2","Above the National average","Same as the National average","Below the National average","Same as the National average","Below the National average","Same as the National average","Below the National average","81.0952380952381","14.121428571428572"
"030061","BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","SUN CITY","AZ","85351","4","Same as the National average","Above the National average","Above the National average","Same as the National average","Below the National average","Same as the National average","Above the National average","91.81818181818181","13.342857142857143"
"030062","SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","2200 EAST SHOW LOW LAKE ROAD","SHOW LOW","AZ","85901","4","Same as the National average","Below the National average","Above the National average","Above the National average","Below the National average","Same as the National average","Below the National average","85.31428571428572","13.258333333333333"
"030064","BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS","1501 NORTH CAMPBELL AVENUE","TUCSON","AZ","85724","2","Same as the National average","Below the National average","Below the National average","Below the National average","Same as the National average","Below the National average","Above the National average","104.45833333333333","13.421428571428573"
"030065","BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD","MESA","AZ","85202","3","Same as the National average","Above the National average","Below the National average","Below the National average","Same as the National average","Same as the National average","Same as the National average","89.41666666666667","13.885714285714284"
